unix,Date,symbol,Open,High,Low,Close,Volume,Volume USDT,tradecount
1.64E+12,1/4/2022 0:00,BTC/USDT,46446.1,47557.54,45500,45832.01,35491.4136,1649170424,1021815
1.64E+12,1/3/2022 0:00,BTC/USDT,47286.18,47570,45696,46446.1,27662.0771,1292203508,885624
1.64E+12,1/2/2022 0:00,BTC/USDT,47722.66,47990,46654,47286.18,18340.4604,866610995.6,709624
1.64E+12,1/1/2022 0:00,BTC/USDT,46216.93,47954.63,46208.37,47722.65,19604.46325,924155159.6,714899
1.64E+12,12/31/2021 0:00,BTC/USDT,47120.88,48548.26,45678,46216.93,34937.99796,1650715978,1059783
1.64E+12,12/30/2021 0:00,BTC/USDT,46464.66,47900,45900,47120.87,30352.29569,1428755720,910157
1.64E+12,12/29/2021 0:00,BTC/USDT,47543.74,48139.08,46096.99,46464.66,39498.87,1873785571,1114074
1.64E+12,12/28/2021 0:00,BTC/USDT,50701.44,50704.05,47313.01,47543.74,45853.33924,2242102221,1345774
1.64E+12,12/27/2021 0:00,BTC/USDT,50775.48,52088,50449,50701.44,28779.58212,1471423612,1009238
1.64E+12,12/26/2021 0:00,BTC/USDT,50399.67,51280,49412,50775.49,22569.88914,1132200242,797133
1.64E+12,12/25/2021 0:00,BTC/USDT,50819.99,51156.23,50142.32,50399.66,19135.51613,971491029.1,766979
1.64E+12,12/24/2021 0:00,BTC/USDT,50838.82,51810,50384.43,50820,31661.94946,1616919306,1074410
1.64E+12,12/23/2021 0:00,BTC/USDT,48588.17,51375,47920.42,50838.81,35192.54046,1738129831,1176050
1.64E+12,12/22/2021 0:00,BTC/USDT,48887.59,49576.13,48421.87,48588.16,27004.2022,1322418595,949480
1.64E+12,12/21/2021 0:00,BTC/USDT,46914.17,49328.96,46630,48889.88,37713.92924,1827234149,1119412
1.64E+12,12/20/2021 0:00,BTC/USDT,46681.24,47537.57,45558.85,46914.16,35848.50609,1663363118,1076488
1.64E+12,12/19/2021 0:00,BTC/USDT,46834.47,48300.01,46406.91,46681.23,29305.70665,1384958598,874827
1.64E+12,12/18/2021 0:00,BTC/USDT,46133.83,47392.37,45500,46834.48,25020.05271,1165205136,862066
1.64E+12,12/17/2021 0:00,BTC/USDT,47632.38,47995.96,45456,46131.2,43104.4887,2015966350,1261780
1.64E+12,12/16/2021 0:00,BTC/USDT,48864.98,49436.43,47511,47632.38,31949.86739,1551200654,1023983
1.64E+12,12/15/2021 0:00,BTC/USDT,48336.95,49500,46547,48864.98,51629.181,2487012309,1438176
1.64E+12,12/14/2021 0:00,BTC/USDT,46702.76,48700.41,46290,48343.28,39955.98445,1887427362,1194992
1.64E+12,12/13/2021 0:00,BTC/USDT,50053.9,50189.97,45672.75,46702.75,50869.52093,2423888501,1399599
1.64E+12,12/12/2021 0:00,BTC/USDT,49389.99,50777,48638,50053.9,26017.93421,1292315884,863605
1.64E+12,12/11/2021 0:00,BTC/USDT,47140.54,49485.71,46751,49389.99,28889.19358,1397524636,957390
1.64E+12,12/10/2021 0:00,BTC/USDT,47535.9,50125,46852,47140.54,44233.57391,2135023723,1215231
1.64E+12,12/9/2021 0:00,BTC/USDT,50471.19,50797.76,47320,47545.59,37692.68665,1841474999,1130599
1.64E+12,12/8/2021 0:00,BTC/USDT,50588.95,51200,48600,50471.19,38425.92466,1925458787,1118225
1.64E+12,12/7/2021 0:00,BTC/USDT,50441.91,51936.33,50039.74,50588.95,38253.46877,1950573500,1212350
1.64E+12,12/6/2021 0:00,BTC/USDT,49396.32,50891.11,47100,50441.92,58571.21575,2851528919,1741956
1.64E+12,12/5/2021 0:00,BTC/USDT,49152.46,49699.05,47727.21,49396.33,45580.82012,2231486106,1371839
1.64E+12,12/4/2021 0:00,BTC/USDT,53601.05,53859.1,42000.3,49152.47,114203.3737,5495712062,3362771
1.64E+12,12/3/2021 0:00,BTC/USDT,56484.26,57600,51680,53601.05,58927.69027,3246198506,1865063
1.64E+12,12/2/2021 0:00,BTC/USDT,57184.07,57375.47,55777.77,56480.34,37574.05976,2127110102,1307890
1.64E+12,12/1/2021 0:00,BTC/USDT,56950.56,59053.55,56458.01,57184.07,44956.63656,2584928714,1442301
1.64E+12,11/30/2021 0:00,BTC/USDT,57776.25,59176.99,55875.55,56950.56,49161.05194,2823644073,1587472
1.64E+12,11/29/2021 0:00,BTC/USDT,57274.89,58865.97,56666.67,57776.25,40125.28009,2313371348,1349625
1.64E+12,11/28/2021 0:00,BTC/USDT,54716.47,57445.05,53256.64,57274.88,36163.7137,1982198374,1253408
1.64E+12,11/27/2021 0:00,BTC/USDT,53723.72,55280,53610,54721.03,29716.99957,1623173123,1110145
1.64E+12,11/26/2021 0:00,BTC/USDT,58960.37,59150,53500,53726.53,65927.87066,3649353860,2138184
1.64E+12,11/25/2021 0:00,BTC/USDT,57138.29,59398.9,57000,58960.36,42153.51522,2455658858,1604266
1.64E+12,11/24/2021 0:00,BTC/USDT,57541.26,57735,55837,57138.29,39612.04964,2246374244,1432991
1.64E+12,11/23/2021 0:00,BTC/USDT,56243.83,58009.99,55317,57541.27,49917.85017,2837210673,1570845
1.64E+12,11/22/2021 0:00,BTC/USDT,58617.7,59444,55610,56247.18,51724.32047,2968622334,1624768
1.64E+12,11/21/2021 0:00,BTC/USDT,59707.52,60029.76,58486.65,58622.02,31902.22785,1886578155,1249219
1.64E+12,11/20/2021 0:00,BTC/USDT,58057.1,59845,57353,59707.51,33811.5901,1982718831,1200190
1.64E+12,11/19/2021 0:00,BTC/USDT,56891.62,58320,55600,58052.24,50715.88726,2896189976,1560459
1.64E+12,11/18/2021 0:00,BTC/USDT,60344.86,60976,56474.26,56891.62,62146.99931,3644824179,1960419
1.64E+12,11/17/2021 0:00,BTC/USDT,60058.87,60840.23,58373,60344.87,46289.38491,2767802055,1471305
1.64E+12,11/16/2021 0:00,BTC/USDT,63606.73,63617.31,58574.07,60058.87,77455.15609,4705744041,2353681
1.64E+12,11/15/2021 0:00,BTC/USDT,65519.11,66401.82,63400,63606.74,37829.37124,2460915923,1305209
1.64E+12,11/14/2021 0:00,BTC/USDT,64380.01,65550.51,63576.27,65519.1,25705.07347,1658473781,951393
1.64E+12,11/13/2021 0:00,BTC/USDT,64122.22,65000,63360.22,64380,22504.97383,1442441614,904149
1.64E+12,11/12/2021 0:00,BTC/USDT,64774.25,65450.7,62278,64122.23,44490.10816,2844286548,1479149
1.64E+12,11/11/2021 0:00,BTC/USDT,64882.42,65600.07,64100,64774.26,37237.98058,2415537334,1327827
1.64E+12,11/10/2021 0:00,BTC/USDT,66947.67,69000,62822.9,64882.43,65171.50405,4335575753,2347934
1.64E+12,11/9/2021 0:00,BTC/USDT,67525.82,68524.25,66222.4,66947.66,44661.37807,3014326962,1847655
1.64E+12,11/8/2021 0:00,BTC/USDT,63273.58,67789,63273.58,67525.83,54442.09455,3575716171,2349581
1.64E+12,11/7/2021 0:00,BTC/USDT,61470.62,63286.35,61322.78,63273.59,25515.6883,1585744720,1068629
1.64E+12,11/6/2021 0:00,BTC/USDT,60940.18,61560.49,60050,61470.61,25590.57408,1556774944,965309
1.64E+12,11/5/2021 0:00,BTC/USDT,61395.01,62595.72,60721,60937.12,31604.48749,1943346371,1243074
1.64E+12,11/4/2021 0:00,BTC/USDT,62896.49,63086.31,60677.01,61395.01,35930.93314,2218138027,1346081
1.64E+12,11/3/2021 0:00,BTC/USDT,63220.57,63500,60382.76,62896.48,43336.09049,2713389500,1601925
1.64E+12,11/2/2021 0:00,BTC/USDT,60911.12,64270,60624.68,63219.99,46368.2841,2909221038,1858362
1.64E+12,11/1/2021 0:00,BTC/USDT,61299.81,62437.74,59405,60911.11,44687.66672,2737282805,1472636
1.64E+12,10/31/2021 0:00,BTC/USDT,61859.19,62405.3,59945.36,61299.8,39267.63794,2396556477,1563417
1.64E+12,10/30/2021 0:00,BTC/USDT,62253.7,62359.25,60673,61859.19,31478.12566,1937860260,1197748
1.64E+12,10/29/2021 0:00,BTC/USDT,60575.9,62980,60174.81,62253.71,43973.90414,2706090987,1417344
1.64E+12,10/28/2021 0:00,BTC/USDT,58413.44,62499,57820,60575.89,61056.35301,3677629851,1878275
1.64E+12,10/27/2021 0:00,BTC/USDT,60328.81,61496,58000,58413.44,62124.49016,3688306193,1913083
1.64E+12,10/26/2021 0:00,BTC/USDT,63078.78,63293.48,59817.55,60328.81,40217.50083,2492606133,1334460
1.64E+12,10/25/2021 0:00,BTC/USDT,60852.22,63710.63,60650,63078.78,36853.83806,2309339650,1270453
1.64E+12,10/24/2021 0:00,BTC/USDT,61286.75,61500,59510.63,60852.22,31226.57676,1889694559,1052085
1.63E+12,10/23/2021 0:00,BTC/USDT,60688.23,61747.64,59562.15,61286.75,27626.93678,1686121722,982103
1.63E+12,10/22/2021 0:00,BTC/USDT,62193.15,63732.39,60000,60688.22,52119.35886,3229377744,1555280
1.63E+12,10/21/2021 0:00,BTC/USDT,66001.4,66639.74,62000,62193.15,68538.64537,4407757971,2181665
1.63E+12,10/20/2021 0:00,BTC/USDT,64280.59,67000,63481.4,66001.41,51428.93486,3362878816,1823286
1.63E+12,10/19/2021 0:00,BTC/USDT,62005.6,64486,61322.22,64280.59,53628.10774,3370863940,1755708
1.63E+12,10/18/2021 0:00,BTC/USDT,61528.32,62695.78,59844.45,62009.84,51798.44844,3195091233,1629184
1.63E+12,10/17/2021 0:00,BTC/USDT,60875.57,61718.39,58963,61528.33,39099.24124,2371696295,1331655
1.63E+12,10/16/2021 0:00,BTC/USDT,61672.42,62378.42,60150,60875.57,35467.88096,2173374059,1360379
1.63E+12,10/15/2021 0:00,BTC/USDT,57347.94,62933,56850,61672.42,82512.90802,4959389369,2649137
1.63E+12,10/14/2021 0:00,BTC/USDT,57370.83,58532.54,56818.05,57347.94,43053.33678,2481915792,1372048
1.63E+12,10/13/2021 0:00,BTC/USDT,55996.91,57777,54167.19,57367,55808.44492,3123307687,1610489
1.63E+12,10/12/2021 0:00,BTC/USDT,57471.35,57680,53879,55996.93,53471.2855,3017210683,1554412
1.63E+12,10/11/2021 0:00,BTC/USDT,54659.01,57839.04,54415.06,57471.35,52933.16575,2994673618,1690409
1.63E+12,10/10/2021 0:00,BTC/USDT,54949.72,56561.31,54080,54659,89237.83613,4923958325,2427176
1.63E+12,10/9/2021 0:00,BTC/USDT,53955.67,55489,53661.67,54949.72,55177.08013,3024862791,1609483
1.63E+12,10/8/2021 0:00,BTC/USDT,53785.22,56100,53617.61,53951.43,46160.25785,2522087625,1548832
1.63E+12,10/7/2021 0:00,BTC/USDT,55315,55332.31,53357,53785.22,54917.37766,2983143121,1703147
1.63E+12,10/6/2021 0:00,BTC/USDT,51471.99,55750,50382.41,55315,79877.54518,4236927265,2443126
1.63E+12,10/5/2021 0:00,BTC/USDT,49224.93,51886.3,49022.4,51471.99,52125.66793,2618101829,1641651
1.63E+12,10/4/2021 0:00,BTC/USDT,48200.01,49536.12,46891,49224.94,46796.49372,2258464361,1437692
1.63E+12,10/3/2021 0:00,BTC/USDT,47634.89,49228.08,47088,48200.01,30825.05601,1482764462,1114294
1.63E+12,10/2/2021 0:00,BTC/USDT,48141.6,48336.59,47430.18,47634.9,30508.98131,1459064881,996116
1.63E+12,10/1/2021 0:00,BTC/USDT,43820.01,48495,43283.03,48141.61,66244.87492,3076094887,1771237
1.63E+12,9/30/2021 0:00,BTC/USDT,41524.29,44141.37,41410.17,43824.1,46381.22781,2005486004,1197815
1.63E+12,9/29/2021 0:00,BTC/USDT,41025.01,42590,40753.88,41524.28,33511.53487,1399625476,884909
1.63E+12,9/28/2021 0:00,BTC/USDT,42147.35,42787.38,40888,41026.54,43372.2624,1816305388,1045389
1.63E+12,9/27/2021 0:00,BTC/USDT,43160.9,44350,42098,42147.35,39776.84383,1728912300,1001487
1.63E+12,9/26/2021 0:00,BTC/USDT,42670.63,43950,40750,43160.9,49879.99765,2124657079,1374145
1.63E+12,9/25/2021 0:00,BTC/USDT,42810.58,42966.84,41646.28,42670.64,33594.57189,1428238748,949787
1.63E+12,9/24/2021 0:00,BTC/USDT,44865.26,45200,40675,42810.57,84113.42629,3596718231,1819744
1.63E+12,9/23/2021 0:00,BTC/USDT,43546.37,44978,43069.09,44865.26,48699.57655,2147211305,1196106
1.63E+12,9/22/2021 0:00,BTC/USDT,40734.09,44000.55,40565.39,43543.61,58349.05542,2482639472,1304011
1.63E+12,9/21/2021 0:00,BTC/USDT,43016.64,43639,39600,40734.38,84534.08049,3551997787,1820721
1.63E+12,9/20/2021 0:00,BTC/USDT,47241.75,47347.25,42500,43015.62,78003.52444,3457139274,1842231
1.63E+12,9/19/2021 0:00,BTC/USDT,48292.75,48372.83,46829.18,47241.75,29847.24349,1421642879,909785
1.63E+12,9/18/2021 0:00,BTC/USDT,47299.98,48843.2,47035.56,48292.74,30906.47038,1491461628,976346
1.63E+12,9/17/2021 0:00,BTC/USDT,47737.81,48150,46699.56,47299.98,34461.92776,1637122049,1033968
1.63E+12,9/16/2021 0:00,BTC/USDT,48121.4,48557,47021.1,47737.82,40725.08895,1948447233,1176129
1.63E+12,9/15/2021 0:00,BTC/USDT,47103.28,48500,46682.32,48121.41,43204.71174,2056996399,1176050
1.63E+12,9/14/2021 0:00,BTC/USDT,44940.72,47250,44594.44,47111.52,44855.85099,2072259519,1210258
1.63E+12,9/13/2021 0:00,BTC/USDT,46025.23,46880,43370,44940.73,65429.15056,2930668118,1703512
1.63E+12,9/12/2021 0:00,BTC/USDT,45173.68,46460,44742.06,46025.24,32094.28052,1464780920,1179808
1.63E+12,9/11/2021 0:00,BTC/USDT,44842.2,45987.93,44722.22,45173.69,30440.4081,1380370764,1060890
1.63E+12,9/10/2021 0:00,BTC/USDT,46395.14,47033,44132.29,44850.91,49048.26618,2243698626,1569941
1.63E+12,9/9/2021 0:00,BTC/USDT,46048.31,47399.97,45513.08,46395.14,50651.66002,2351862984,1567586
1.63E+12,9/8/2021 0:00,BTC/USDT,46868.57,47340.99,44412.02,46048.31,65069.3152,3000605794,1796101
1.63E+12,9/7/2021 0:00,BTC/USDT,52666.2,52920,42843.05,46863.73,123048.8027,6004105773,3321711
1.63E+12,9/6/2021 0:00,BTC/USDT,51756.88,52780,50969.33,52663.9,49249.66708,2549290983,1678015
1.63E+12,9/5/2021 0:00,BTC/USDT,49917.54,51900,49450,51756.88,40544.83587,2049212026,1417660
1.63E+12,9/4/2021 0:00,BTC/USDT,49998,50535.69,49370,49915.64,34664.65959,1733527136,1225830
1.63E+12,9/3/2021 0:00,BTC/USDT,49246.63,51000,48316.84,49999.14,59025.64416,2949574478,1645163
1.63E+12,9/2/2021 0:00,BTC/USDT,48810.51,50450.13,48584.06,49246.64,54410.77054,2704192315,1549849
1.63E+12,9/1/2021 0:00,BTC/USDT,47100.89,49156,46512,48810.52,49904.65528,2386074445,1280384
1.63E+12,8/31/2021 0:00,BTC/USDT,46982.91,48246.11,46700,47100.89,48645.52737,2303799571,1300400
1.63E+12,8/30/2021 0:00,BTC/USDT,48767.84,48888.61,46853,46982.91,40288.35083,1932344431,1204012
1.63E+12,8/29/2021 0:00,BTC/USDT,48895.35,49632.27,47762.54,48767.83,32652.28347,1588661416,1193046
1.63E+12,8/28/2021 0:00,BTC/USDT,49069.9,49299,48346.88,48895.35,26681.06379,1303966036,793012
1.63E+12,8/27/2021 0:00,BTC/USDT,46843.86,49149.93,46348,49069.9,42068.10497,2007071230,1320503
1.63E+12,8/26/2021 0:00,BTC/USDT,48973.32,49352.84,46250,46843.87,49371.27777,2333900030,1532753
1.63E+12,8/25/2021 0:00,BTC/USDT,47674.01,49264.3,47126.28,48973.32,44655.83034,2149442272,1559186
1.63E+12,8/24/2021 0:00,BTC/USDT,49488.85,49860,47600,47674.01,51014.59475,2486079316,1692896
1.63E+12,8/23/2021 0:00,BTC/USDT,49239.22,50500,49029,49488.85,52462.54195,2616721364,2143309
1.63E+12,8/22/2021 0:00,BTC/USDT,48821.88,49500,48050,49239.22,37007.8878,1807169840,1610192
1.63E+12,8/21/2021 0:00,BTC/USDT,49322.47,49757.04,48222,48821.87,46745.13658,2290966131,2069725
1.63E+12,8/20/2021 0:00,BTC/USDT,46760.62,49382.99,46622.99,49322.47,56850.35223,2721131744,1950404
1.63E+12,8/19/2021 0:00,BTC/USDT,44699.37,47033,43927.7,46760.62,53411.75392,2416320067,1774382
1.63E+12,8/18/2021 0:00,BTC/USDT,44695.95,46000,44203.28,44705.29,54099.41599,2439673266,1656723
1.63E+12,8/17/2021 0:00,BTC/USDT,45901.3,47160,44376,44695.95,57039.34163,2616339598,1781303
1.63E+12,8/16/2021 0:00,BTC/USDT,46973.82,48053.83,45660,45901.29,52480.57401,2462127630,1655378
1.63E+12,8/15/2021 0:00,BTC/USDT,47068.5,47372.27,45500,46973.82,42110.71133,1950753713,1580122
1.63E+12,8/14/2021 0:00,BTC/USDT,47799.99,48144,45971.03,47068.51,46114.35902,2166461459,1849556
1.63E+12,8/13/2021 0:00,BTC/USDT,44400.06,47886,44217.39,47800,48239.37043,2239435701,1804716
1.63E+12,8/12/2021 0:00,BTC/USDT,45510.67,46218.12,43770,44399,55266.10878,2478758525,1623329
1.63E+12,8/11/2021 0:00,BTC/USDT,45585,46743.47,45341.14,45511,52734.90198,2432788770,1862925
1.63E+12,8/10/2021 0:00,BTC/USDT,46248.87,46700,44589.46,45584.99,53814.64342,2452485824,1951330
1.63E+12,8/9/2021 0:00,BTC/USDT,43794.36,46454.15,42779,46253.4,74587.88485,3362870286,2130595
1.63E+12,8/8/2021 0:00,BTC/USDT,44572.54,45310,43261,43794.37,69329.0927,3074924735,1857112
1.63E+12,8/7/2021 0:00,BTC/USDT,42836.87,44700,42446.41,44572.54,73396.74081,3197407326,2258213
1.63E+12,8/6/2021 0:00,BTC/USDT,40862.46,43392.43,39853.86,42836.87,75753.94135,3148022460,2223356
1.63E+12,8/5/2021 0:00,BTC/USDT,39723.17,41350,37332.7,40862.46,84343.75562,3314527738,1913281
1.63E+12,8/4/2021 0:00,BTC/USDT,38207.04,39969.66,37508.56,39723.18,52329.35243,2028792778,1220555
1.63E+12,8/3/2021 0:00,BTC/USDT,39146.86,39780,37642.03,38207.05,57117.43585,2195360659,1379871
1.63E+12,8/2/2021 0:00,BTC/USDT,39850.27,40480.01,38690,39147.82,50837.35195,2010928004,1162878
1.63E+12,8/1/2021 0:00,BTC/USDT,41461.84,42599,39422.01,39845.44,53953.18633,2227567271,1603964
1.63E+12,7/31/2021 0:00,BTC/USDT,42206.36,42448,41000.15,41461.83,44849.79101,1868285511,1565380
1.63E+12,7/30/2021 0:00,BTC/USDT,40018.49,42316.71,38313.23,42206.37,73602.78481,2939833541,1797012
1.63E+12,7/29/2021 0:00,BTC/USDT,40019.57,40640,39200,40016.48,53998.43928,2154190697,1428738
1.63E+12,7/28/2021 0:00,BTC/USDT,39456.61,40900,38772,40019.56,101344.5284,4040889462,2631048
1.63E+12,7/27/2021 0:00,BTC/USDT,37241.33,39542.61,36383,39457.87,88397.26702,3335658262,1938478
1.63E+12,7/26/2021 0:00,BTC/USDT,35381.02,40550,35205.78,37237.6,152452.5127,5832475057,3330102
1.63E+12,7/25/2021 0:00,BTC/USDT,34261.51,35398,33851.12,35381.02,47852.92831,1646935553,1245775
1.63E+12,7/24/2021 0:00,BTC/USDT,33634.1,34500,33401.14,34258.14,47977.55014,1625046258,1196914
1.63E+12,7/23/2021 0:00,BTC/USDT,32287.58,33650,31924.32,33634.09,50112.86363,1631947003,1394786
1.63E+12,7/22/2021 0:00,BTC/USDT,32144.51,32591.35,31708,32287.83,46148.09243,1482763545,1000742
1.63E+12,7/21/2021 0:00,BTC/USDT,29790.34,32858,29482.61,32144.51,82796.26513,2603140706,1415058
1.63E+12,7/20/2021 0:00,BTC/USDT,30839.65,31063.07,29278,29790.35,61034.04902,1821230700,1062139
1.63E+12,7/19/2021 0:00,BTC/USDT,31778.57,31899,30407.44,30839.65,47340.4685,1470563282,846029
